press_kPa,temp_C,v,u,h,s
180,-12.73,0.11049,223.01,242.9,0.9398
180,-10,0.11189,225.04,245.18,0.9485
180,0,0.11722,232.49,253.59,0.9799
180,10,0.1224,240.02,262.05,1.0103
180,20,0.12748,247.66,270.6,1.04
180,30,0.13248,255.43,279.27,1.0691
180,40,0.13741,263.33,288.07,1.0976
180,50,0.1423,271.38,297,1.1257
180,60,0.14715,279.58,306.07,1.1533
180,70,0.15196,287.93,315.28,1.1806
180,80,0.15673,296.43,324.65,1.2075
180,90,0.16149,305.09,334.16,1.234
180,100,0.16622,313.9,343.82,1.2603
